0035|එක්දාස් නමසීය අනූව වෙද්දී එකම එක තට්ටු ගොඩනැඟිල්ලයි තිබුණේ. අද ගොඩනැඟිලි දහකට වැඩිය තියෙනවා.|
0036|බෙන්ට්ලි, අවුඩි, ස්පෝර්ට්ස් වර්ශන්.|
0038|ඇමරිකාව බැහැ කිව්වා. ආයේ ඇහුවා, බැහැ කිව්වා. ඇමරිකාව කිව්වා බැහැ.|
0039|ඩුබායි ලෑන්ඩ් හැදුවා. ඒක ඩිස්නි ලෑන්ඩ් එක වගේ දෙකයි දශම පස් ගුණයක්|
0040|මොකද, මේ මේ මෙයා කියනවා, ලෝකයේ පළවෙනි එක මහ ලොකුවට යූ එස් ඒ වලට හදන්න පුළුවන් නම්|
0041|ෂෙයික් අහනවා ඇයි, ඇයි අපිට බැරි මොකද? මොකක්ද ඇයි අපට? මොනවද අපේ අඩු?|
0042|අහගෙන ඉඳලා නිවේදකයා අහනවා, ඔබතුමාට මොකක්ද මේ තිබෙන හදිස්සිය?|
0043|මේවා ගොඩක් රටවල් මේ ජීවිත කාලයක් වැය කරලා කරන දේවල්.|
0044|ඔයා මේ අවුරුදු පහකින් මේ සේරම කරන්න හදන්නේ මොකද? මොකක්ද ඔයාට වෙලා තියෙන්නේ කියලා අහනවා.|
0047|හොඳම සෞඛ්ය පහසුකම් ලබන ඉස්පිරිතාලයකට ඒ ගොල්ලන්ට යන්න අවස්ථාව තියෙන්න ඕනේ අද.|
0049|ඩුබායි ඉල්ලන්නේ මෙච්චරයි. අපිට ඕනේ ලොකුම එක, අපිට ඕනේ උසම එක, අපිට ඕනේ දිගම එක, අපිට ඕනේ පළවෙනි එක|
0050|අපිට ඕනේ එකම එක. එහෙම නැත්නම්, අපිට එපා.|
0051|ගොඩක් අය අහනවා, එක එක විස්තර අහනවා, නෙළුම් කුලුන ගැන.|
0052|මම තවමත් පරණ මතයේ ඉන්නවා, නෙළුම් කුලුනට වඩා|
0053|ඒ සල්ලි වියදම් කරලා කරන්න වැඩ තිබුණ බව ඇත්ත.|
0054|ඒ වෙනුවට නෙළුම් කුලුන හැදුවා නේ.|
0055|දැන් අපි මොකද ඒක බිමට ගන්නද?|
0056|ඒ ගැන පොඩි පොඩි විස්තර ටිකක් කියන්නම්. ඊයෙ මේ|
0057|මහජන ප්රදර්ශනය සඳහා මේක මහජනතාවට විවෘත කරන දවස නේ ඊයේ.|
0059|අර මිලියන අසූ අටක ණය ඒක ගෙවන්නේ කවුරුවත් පුද්ගලිකව අතින් ගෙවන්නේ නැහැ.|
0060|දැන් දුම්රිය පොළක් හදනවා. මහජන මුදලින් හදන්නේ.|
0061|දැන් මේක තමයි දකුණු ආසියාවේ උසම කුලුන.|
0062|ආසියාවේ උසමකුලුන. හැබැයි මේක කියද්දි මේ තියෙන තට්ටු ගාණෙන් ගණන් හදන්න එපා.|
0063|නිකම් ඇහුවොත් තට්ටු කීයද කියලා එතැන ඉන්න අය කියයි තට්ටු විසි නමයක් විතර වගේ|
0064|ඒ ගොල්ලන් තට්ටුවක් මෙන්න මෙච්චර උස නම් මේ වගේ ඇති කියලා|
0065|ඒ සමහර තට්ටුවල අති විශේෂ උස නිසා|
0066|අර නෙළුම් දණ්ඩේ වගේ තියෙන කොටසේ එහෙම තට්ටු ගණන් කරන්න බැරි නිසා|
0067|මේක ගොඩනැගිල්ලක් හැටියට උසම එකද කියලා බැලුවොත් එහෙම දකුණු ආසියාවේ තිබෙන උසම ගොඩනැගිල්ල දැනට නෙළුම්කුලුන.|
0068|එතකොට ලෝකයේ දා හතර වැනියට උසමකුලුන.|
0070|තත්ත්පර හතලිස් පහයි දශම දෙකයි නමයෙන් මේක උඩම තට්ටුවට යනවා|
0071|උඩට ගිහින් හැමෝම කරන ලොකුම දේ තමයි බිම බලන එක.|
0072|මේකේ ලස්සනම දේ තමයි සිරිපාද නම් මට මතකයි මම ඩබ්ලිව් ටී සී ඉන්න කාලෙත්|
0073|නෙළුම් කුලුනට ගියොත්|
0074|ඔබට නකල්ස් කඳු පන්තිය හරී ලස්සනට බලන්න|
0075|නෙලුම් කුලුනෙ ඉඳගෙන ලස්සනට ඉර පායලා තියෙන|
0076|කාලගුණය පැහැදිලි දවසක් අල්ලලා පැන ගත්තොත්.|
0077|පාට්ලි ක්ලවුඩ් අරවා මේවා නැතිව ක්ලියර් දවසක|
0078|ඔබ හිතනවාද ඒක තිබෙනවා කියලා ඔය කිව්වාට?|
0079|මේකට ආයෝජකයෝ ගණනාවක් දෙස් විදෙස් අය පළ කරලා තියෙනවා ඒ ගොල්ලන්ගේ කටයුතුවලට|
0080|කොහොම හරි කරලා එහෙ මෙහේ කරලා මේකෙන් ගාණ හදා ගන්නවා|
0081|එතකොට රුපියල් පන්සීයෙ ටිකට් තියනවා, රුපියල් පන්සීයෙ ටිකට් ගත්තාම පෝළිමේ ඉදලා තමන්ගේ වාරය ආපුවාම|
0082|තමන්ට එක වෙලාවක් ලැබෙනවා පැය භාගයක් විතර සියලු නැරඹුම්|
0085|ඉතිං මේවායේ බලි කුරුටු අදින්න එපා. අඩුම තරමේ ණය ටික ගෙවලා ඉවර වෙනකම් ඉන්න.|
0088|ඉතිං අර විසි හත් වෙනි තට්ටුවේ තියෙන|
0089|ඒක දැන් කැරකෙනවා සක බඹරෙ වගේ|
0092|ගැසල් මුවා කියල එකෙක් අහල තියෙනවද?|
0094|ගැසල් මුවා බොහොම වේගෙන් දුවන්න පුළුවන් සතෙක්. ඈ.|
0095|රජ කෙනෙක්.මිනිහාගේ නම සින්බෑඩ්. එයාට හිටියා, කුරුල්ලෙක්. උපදේශක කුරුල්ලෙක්.|
0096|වචනවලින් නෙවෙයි, අංගචලනවලින්. අත්තටුවලින්, කකුලෙන්. එහෙම එයා සමහර තීරණ සම්බන්ධව රජතුමා දැනුවත් කරනවා.|
0097|හරියටම හරි. ඈ. එයා පෙලිකන් වර්ගයේ කුරුල්ලෙක්.|
0098|පෙලිකනයාව දැකලා ඇති.|
0102|වාහනය දැන් මොන පාට වුණත්|
0103|පැයකට පස්සේ එනකොට සුදු පාටයි.|
0104|ඕකාට පැසිතුඩුවා කියලයි කියන්නේ.|
0105|පැසිතුඩුවා. කෙළින්ම වතුරත් එක්කම මෙහෙම දිය යට ගහලා ගන්නවා|
0106|මරා ගත්ත වගේ හැඟීමක්. නමුත් ඌ මැරුණේ නැහැ.|
0107|ඊතල පාර වැදිලා පොඩ්ඩක් අමාරු වුණා ඌට.|
0108|දැන් රජතුමා නතර වෙලා ඉන්න කූඩාරමට දැන් ඇවිල්ල ඉන්නවා.|
0109|රජතුමා ඉඳගෙන ඉන්නවා.|
0110|රජතුමාගේ ඉස්සරහ ඊතල පාර කාපු ගැසල් මුවා නිකම් පණ ඇද ඇද වගේ ඉන්නවා|
0111|රජතුමා හරි සන්තෝෂයි. දඩයම සාර්ථකයි. තව ටිකකින් ගැසල් මුවා මැරෙයි.කාගෙත් ඇහැ වහලා ගැසල් මුවා හෙමීට හෙමීට එයාගේ ඉස්සරහ කකුල්|
0113|මරණ බය ජීවිතයට ආපුවහම මාර දේවල් මිනිස්සු කරනවා.|
0114|එකපාරම දුන්නක් වගේ නැවිලා|
0115|ගැසල් මුවා රජතුමාගේ ඔළුවට උඩින්|
0116|වැඩේ තියෙන්නේ ඒක නෙවෙයි.|
0117|ජනප්රිය පිළිගැනීමක් තිබුණා, ඒ කාලේ. කාගේ හරි මනුස්සයෙක්ගේ ඔළුවට උඩින්|
0118|ඒ මිනිහට මරණය නියතයි|
0119|සේවකයො පුළුවන් තරම් උත්සාහ කරනවා, මේ රජතුමාව සනසන්න.|
0120|ඔය බොරු කථා වෙන්න ඇති, රජතුමා.|
0121|ඕවා බොරු කථා. ඕවා නිකම් මතවාද. මනස්ගාත. ඔබ වහන්සේ කලබල වෙන්න එපා.|
0122|නෑ. ඌ රජ කෙනෙක්ගේ ඔළුවට උඩින් පැන්නේ. ඌට වැඩි දුරක් දුවන්න බැහැ.|
0123|මට ඌ මරල දාන්න ඕන.|
0124|දැන් යන්නේ වැඩේ කේන්තියට යන්නේ හොඳේ. සේවකයො දඩබඩ ගාලා අශ්වයෝ ටික ගැට ගහගෙන දුවනවා. දැන් මුකුත් නෑ. පස්සෙන්|
0125|ඒ යනකොට රජතුමා දුවනවා, දුවනවා. ටිකක් වෙලා යනකොට රජතුමාට පේනවා, ගැසල් මුවා දුවනවා.|
0126|රජතුමා වේගෙ වැඩි කළා. අනිත් අය පහු වුණා. කුරුල්ලත් රජතුමාගේ කරේ වහලා වේගෙන් දැන් රජතුමාත් එක්කම යනවා.|
0127|එකපාරටම ගැසල් මුවා ගත්ත වංගුවක්.|
0128|රජතුමාත් ඒ වේගෙන්ම වමට වංගුව ගත්තා.|
0129|පැසිතුඩුවාව විසි වුණා.|
0130|මුවා ගහක වැදිලා නතර වුණා. මුවා මැරුවා, රජතුමා ඇවිල්ලා.|
0131|වැඩේ ඔක්කොම ඉවර වෙලා බලනකොට පිරිවර මඟහැරිලා.|
0132|රජතුමා දැන් කල්පනා කරනවා. නැහැ, මගේ මිනිස්සු-|
0135|මම ගිය අඩි පාර දිගේ ඇවිල්ල හොයාගන්න පුළුවන්. දක්ෂ මිනිස්සු නේ ඉන්නේ ඉතින්.|
0136|මේ ඉන්නකොට පුදුම තිබහක්. එයාට පේනවා, ගහකින්|
0137|හැලුණා, බිමට. රජතුමා හිතුවා, මේ..මේ.. මුලින් අශ්වයාට දුන්නාට|
0139|ගත්ත කඩුව. අත්තටු දෙකම කපලා කකුලකුත් කැපුවා|
0140|තරහට. පෙලිකන් වැටුණා; පෙලිකන් පණ අදිනවා. පණ ඇද ඇද ඌ ගහේ කොහේ හරි තැනක් දිහා බලාගෙන ඉන්නව කියල රජතුමාට එකපාරටම තේරුණා.|
0141|රජතුමා බැලුවා. එතකොට තමයි රජතුමා බැලුවේ, මේ අර දියරය වෑස්සෙන්නෙ කොහෙන්ද?|
0142|රජතුමාට පේනවා, පොළොන්ගු ගුලියක්|
0143|රජතුමාට කොහෙන්ද කෝප්පයක්.|
0144|කඩු අරන් යන්න පුළුවන් නම්.|
0145|ආයුධ අරන් යන්න පුළුවන් නම්.|
0146|කෝප්පයක් අරන් යන්න බැරිද?|
0147|ඒ කාරණා අතර මේ දැන් සිද්ධ වෙන ගොඩක් ඒවා|
0148|ඒ කියන්න සමහර කාරණා කියන්න හිතෙන්නේ නැහැ, සමහර අයට කම්මුලට පහරක් ගැහුවා වාගේ|
0149|ශාසන - අන්තර්ධානය කොටස් පහකට පෙන්වනවා.|
0150|ඉතිං මං මේ මුලින්ම අවසර ගන්න ඕනෑ, මං මේ ලිපියකින් නේ මේක ගන්නේ.|
0151|රත්මලාන ආදර්ශ නගරයේ ධර්ම පර්යේෂණාලයේ අධ්යක්ෂ ස්වාමීන්වහන්සේ හෑගොඩ විපස්සි හාමුරුදුරුවනේ|
0152|ඔබ වහන්සේගෙන් අවසරයි. ඔබ වහන්සේගේ ලිපියෙන් කාරණා ටිකක් ගන්න.|
0153|ඉතින් දැං මේ හැමෝම කියනවා නේ ශාසනය අවුරුදු පන්දාක් කල්|
0154|මේකේ හරි ලස්සනට කියනවා බුද්ධ පරිනිර්වාණයෙන් අවුරුදු පන්සියයකට විතර පස්සේ|
0155|මිළිඳු නාගසේන සංවාදයේ, එතැන එනවාලු කාරණා කිහිපයක් අධිගම - අන්තර්ධානය, ප්රතිපත්ති - අන්තරධානය,|
0156|පරියාප්ති - අන්තර්ධානය, ලිංග -අන්තර්ධායනය සහ ධාතු - අන්තර්|
0157|උන් වහන්සේ කියනවා, හෑගොඩ විපස්සි හාමුදුරුවෝ, පන්දහසක් කල් බුද්ධ ශාසනය පවතිනවා කියන ව්යවහාරය|
0158|එන්ඩ ඇතියි කියලා අනුමාන කරන්න පුළුවන් කියලා.|
0159|දැං ඔයා අහලා ඇති, ඔය බුදුන්වහන්සේගේ කාලයේත්, ඊට පස්සෙත්, සිවු පිළිසිඹියා සහිතව රහත් වුණා කියලා අහලා තිබෙනවාද?|
0160|තැනදී තමයි, ධර්මයට මේ එකක්වත් ප්රශ්න නොවෙයි. දහම කියන්නේ මේක මෙහෙම වෙනවා කියලාම තමයි.|
0161|ප්රශ්නය දහමේ කියලා තියෙන්නේ. ඒක තමයි ධර්මය. ආගමට එනකොට කථාව වෙනස්.|
0162|එතකොට අපට කියනවා විවිධ දේවල්.|
0163|ධර්මය රැක ගන්න අපි මහන්සි වෙන්න ඕනෑ ද?|
0164|දැන් කථාව වෙනස් කරලා අපි යනවා ධර්මය ආරක්ෂා|
0165|ධර්මය අපි විශේෂයෙන් ආරක්ෂා කළත් නොකළත්,|
0166|ධර්මය, ධර්මය විධියට ලෝකයේ මේ මුළු විශ්වයේම තිබෙනවා කියන එක තමයි|
0167|ඔයා අහලා තිබෙනවා කියලා මම විශ්වාස කරගෙන මේ කියන්නේ, සිවු පිළිසිඹියා සහිතව|
0168|පරිනිර්වාණයෙන් පස්සෙ බුදුහාමුදුරුවෝ නැති වුණාට පසුව වෙන දේවල් කියන්නේ.|
0169|මේවා අහලා පහන් සංවේගය උපදවා ගන්නයි කියන්නේ. ඊට පස්සේ ඒ වෙනකොට ෂඩ් අභිඥා සහිතව රහත් වෙනවා කියලා කියනවා.|
0170|කාලයක් යද්දී ඒ විශේෂතා ටික ගන්න බැරුව සුක්ඛ විපස්සකව රහත් වෙනවා කියලා කියනවා. තව කාලයක් යද්දී ඒකත්|
0171|කර ගන්න බැරුව අනාගාමී, සකෘදාගාමි, සොතාපන්න ඒ කියන්නේ සෝවාන්|
0172|ඵල විතරක් ලබන තත්ත්වයට එනවලු|
0173|අවසානයේ සෝවාන් වෙන්නවත් දක්ෂතා, මේකට දක්ෂතාවය ඕනෑ.|
0174|සෝවාන් වෙන්න දක්ෂතාවය ඕන.|
0175|පින තිබෙන්න ඕනෑ, හැකියාව තිබෙන්නත් ඕනෑ|
0176|නැත්නම් ඒක වෙන්න බෑ|
0177|සෝවාන් වෙන්නවත් අපට කුසලතාව නැති වෙනවා. එච්චර පිරිහෙනවා අපි. ගණන් හදලා බලන්න අපි දැන් කොයි හරියේද ඉන්නේ කියලා. ප්රතිපත්ති අන්තර්ධානය|
0178|දැන් මාර්ගඵල උපදවා ගන්න බැරි වුණාම භික්ෂූන් වහන්සේලා චතුපාරිශුද්ධ ශීලය විතරක් රකිනවාලු. කාලයක් ගත වෙනකොට දැන් ඔය|
0179|විනය සම්බන්ධව. කල්ගත වෙකකොට පුංචි පුංචි ශික්ෂාපද උල්ලංඝනය කරනවාලු භික්ෂුන්වහන්සේ|
0180|එහෙම භික්ෂූන් වහන්සේලා හරි හරි ඉන්නවා නම්, මොකද ඒගොල්ලන් සතර පාරාජිකා පමණක් රකිනවා නේ. ඒ ටික විතරක් හරි රකිනවනේ.|
0181|ඒ භික්ෂූන් වහන්සේලා ඉන්න තරම් කාලයවත්|
0184|සරලව ගත්තොත් මුලින්ම පොඩි පොඩි ශික්ෂාපද කැඩෙනවා. ඊට පස්සේ ලොකු ඒවාත් කැඩෙනවා.|
0186|ඊට පසුව දවසක් එනවා, ඒ අන්තිම ශික්ෂා පදෙත් යන්තම් රැකගෙන හිටපු අවසාන භික්ෂූන් වහන්සේලාත් අපවත් වෙන දවස.|
0187|දැන් ඔබ ආයේ හදන්න, ගාන හදන්න.|
0188|අපි ඉන්න තැන දැන් හිතන්න. බය හිතෙනවා මේවා බැලුවාම. ආයෙත් පහන් සංවේග|
0190|මේක පුදුම විධියට අනෙක් මිනිස්සුන්ට දේශනා කරන්න නේ|
0191|අනෙක් එක තමයි පර්යාප්ති අන්තර්ධානය කියලා එකකුත් තිබෙනවා.|
0192|කාලයක් යනකොට මේ අටුවා ටීකා සහිතව බුද්ධ වචනය ඉගෙන ගන්න එක, උගන්වන|
0193|ටික ටික ටික ටික අඩු වෙනවා. මේවා හොයන්න යන්නේත් නැහැ. කාලයක් යනකොට|
0194|ඒ කලියුගයේ රජවරු අධාර්මික වෙනවා. රජවරු අධාර්මික වෙනකොට ඇමතියෝ ගැන කථා කරලා|
0195|ඇමතියෝ, ඊළඟට රට වැසියෝත් අධාර්මික වෙලා,|
0196|රට සශ්රීක නොවෙන තැනට පත් වෙනවා කියලා කියනවා.|
0197|දුර්භික්ෂ ඇති වෙනවා කියලා කියනවා. භික්ෂුන් වහන්සේලාට සිවු පසය නැති වෙනවා කියලා කියනවා. අටුවා ටීකා සහිත බුද්ධ වචනය ධාරණය කර ගන්න|
0198|සූත්ර පිටක පිරිහෙනවා. ඒ ටික ගියාට පස්සෙ ලාභ සත්කාර, කීර්ති ප්රශංසාකාමී භීක්ෂූන් ජාතියක් පමණක්|
0199|ධුරයන්වලට පත් වෙනවා. කල් යද්දී|
0201|අපට හෙන ප්රශ්නයක් තිබෙනවා නේ අන්යාගමිකයෝ අපිත් එක්ක පැටලෙනවා කියලා නේද?|
0202|විනාශ කරන්න බැහැ. මේ විනාශ වෙන විධිය කියලා තිබෙන්නේ. මේ ටික වෙනකොට පරියාප්ති අන්තර්ධානයත් සිද්ධ වෙනවා.|
0203|මම ධාතු අන්තර්ධානය ගැන කියන්නේ නැහැ.|
0204|ඊට කලින් තිබෙන ලිංග අන්තර්ධානය කියන එකත් කියලා|
0205|හරිද? දැන් භික්ෂූන් වහන්සේලාගේ සිවුරු ගැනීම් ආදී ඉරියව් පැවත්වීම්, ඒවා ප්රසාදජනය නොවී යනවා. ඒ කියන්නේ|
0207|ඒක පවා නැති වෙන්න පටන් ගන්නවා.|
0209|හැසිරෙන විධිය දැක්කාම ඔබට ඒ සම්බන්ධව මෙළොව ගෞරවයක්|
0210|බමුණෝ නිගන්ඨයෝ වාගේ හැසිරෙන්න, ඇවිදින්න පටන් ගන්නවා|
0211|ඒවාත් අතහැරලා දාලා, අන්තිමට සිවුරත් අතහැරලා, කහ පාට පටියක් අතේ හෝ කරේ බැඳගෙන අඹුදරුවෝ රකිමින්,|
0212|ගොවි තැන් කරමින්, - මේ විධියට මම කියන්නම්. මම හැදුවො නොවෙන්න.- අඹුදරුවෝ රකිමින්, ගොවි තැන් වෙළ හෙළදාම් ආදී|
0213|විවිධ රැකී රක්ෂා කරමින් ජීවත් වෙති” මෙහෙම හැසිරෙන භික්ෂූන්ට “කාෂාවකණ්ඨක” කියලායි කියලා තිබෙන්නේ.|
0216|හොඳටම වැහැරුණා ඈ. අයිතිකාරයාට දැන් තේරෙනව මේකගෙන් කිසි වැඩක් නෑ. දැන් ගෙදරිනුත් බරේ මේක තියාගෙන වැඩක් නැහැ වෙන බල්ලෙක් ගේන්න. මූ බුරනව ඇහෙන්නෙත්.|
0217|කැලෑවට අරන් ගිහිල්ල කැලේ මැද්දෙදී ගහක ගැටගහල දාල ආව.|
0218|හයියෝ නෙවෙයි ඉතිං සමාජෙ වෙන දේවල් ඉතිං. ඔන්න දැන් කැලේ ගැටගහල ආව. ඔතනින් යනව අන්න මං කියපු වෘකය.|
0222|නරකද මට අස්ස මස් රාත්තලක් දෙකක් ගෙනල්ල දීලා මාව පෘෂ්ඨිමත් කරලම ඉවරයක් කළා|
0223|ගියා ඔය අහල පහල ගමකින් අස්සයෙක් ඩැහැගෙන ඇවිල්ල මස් කෑල්ලක් ගෙනත් දුන්න බල්ලට|
0224|නෑ තාම මදි බැටළු මස් පොඩ්ඩක්වත් කන්න ඕනෙ ඉතිං මේක හරියටම වෙන්න.|
0225|ඔව් නේ. ඒකත් හරි. උඹ කියන එක හරි, උඹ කියන එක හරි. වෘකයා ආයේ යනවා බැටළු මස් ටිකකුත් ගෙනත් දුන්න.|
0226|පහුවෙනිද එනව. අහ්හා දැන් නම් හරි වගේ.|
0227|නෑ ඉතින් ඇත්තටම මේ මේ ඌරු මස් පොඩ්ඩකුත් තිබ්බ නම්|
0229|හා හා වැඩේ ඉවරයක් කරමු කියල. අම්මා.. බල්ලා නැඟිට්ටා.|
0230|අර හිටපු මෙ මෙ කැහැටු බල්ල නෙවෙයි.|
0231|පනිනව කියල විතරයි මතක. ලණුව කඩා ගෙන ඇවිල්ලා දුන්න වෘකස්ට ගේමක්|
0232|දැන් බල්ලගේ බුරන සද්දේ ඇහෙන් නැති ඈතට වෙනකම් දිව්වා.|
0233|ඕං දැන් වෘකය හිතන් යනව දෙන්නෑ සමාව එකෙකුට ආපහු.|
0234|පොඩි යෝජනාවක් තියෙනවා. මොකක්ද උඹේ යෝජනාව? දැන් ඔයා වෘකයා|
0235|ඔයා ඉන්න මේ මේ චූටි කඳු ගැටේ පහලින් ඉන්න.|
0236|කෑල්ලකුත් එක්ක. එතැන කට ඇරගෙන ඉන්න. මම දුවගෙන දුවගෙන ඇවිල්ලා කෙලින්ම ඔයාගේ කටට|
0237|කට කටස් කට කටස් ගාල එනව. ඕංං.. උඩින් එනව එළුව.|
0238|කට ඇරන් ඇස් වහගෙන ඉන්නව.|
0239|ඒ කථාවේ කියනව පැය තුනකට පස්සෙලු වෘකයට|
0240|කල්පනා කරනව එළුවා නෑ. ගිලුනද මට. එළුව ගිලුන නම් මට බඩගිනි නැති වෙලා තියෙන්න ඕනෑ. බඩගිනි නැතිවෙලත් නෑ.|
0241|අයියෝ වෘක රාලහාමි, මොකක්ද ඔයා මේ කරන්නේ. මේ ඉපදුණු ගමන්. බලන්න හැම තැනම මඩ. මට මේ එකා එකාව මේ ගඟෙන් එහා පැත්තට ගෙනත් දෙන්න.|
0242|එතකොට ඔයා හොඳට හෝදල තියෙන්නෙ ඌරු පැටව්. මං ඔයාට විරුද්ධ වෙන්නෑ.|
0243|කන්න ඕන්නං කන්න. ඇත්ත ඇත්ත මඩත් එක්ක කන්න බැහැ නෙ. ඉතිං අනේ ඌර මෙහා පැත්තට ගියා.|
0245|අහුවුණා. ඒකටත් අහුවුණා. ඒකටත්|
0246|වෘකය ඉබාගාතේ යනව දැන් නිකම් හරියට ඇහැ කණ පේන්නෙත් නැහැ.|
0247|ගිහිල්ල අනේ ගොවිපොළක තිබෙනව මොකක් හරි නිකම් ගොඩ ගහල මස් ගොඩක් වගේ|
0248|ඌ හෙමිහිට කිට්ටු කළා. මේක දඩයක්කාරයෙක්|
0249|කන්ඩ ළඟට ගියා විතරයි මතක. ඩෝංංං ගාල සද්දයක් ආව.|
0250|දැන් මං දන්නව ඔබ කල්පනා කරන දේ. මේ වෘකයෙක්ද? ගොනෙක්ද?|
0251|ඔහොම තමයි සමහර රටවල්වල මිනිස්සු අපි ගැන|
0252|මැලේසියාවට ගිහිල්ලා ලොකු ව්යාපාරික කටයුත්තක් ඉතාම සාර්ථකව නිමාවට පත් කරලා එන ව්යාපාරිකයෙක්.|
0253|ආරංචියක් තිබුණා, මහා විශාල කොකෝවා වගාවකට අතගහුවා|
0254|මෙතැන කෙළවරේ චොක්ලට් සම්බන්ධයක් තිබෙනවා.|
0255|සමහර නම් තිබෙනවා නේද, පුබුදු කියලා ගැහැණු ළමයි ඉන්නවා|
0256|මීනා කියන්නේ අරාබි සම්භවයක් තිබෙන|
0258|මොකද, වතුර සුලභ නැහැ ඒ රටවල්|
0259|ළිංවලින් අරගෙන ඇවිල්ලා, දුර අරන් ඇවිල්ලා|
0261|හුඟක් දුර පයින් යන්න තිබෙනවා ඒ ගමටම තිබුණු කිට්ටුව පාත තිබුණු ළිඳට. හරි හිනාවෙලා වැඩ කරපු මනුස්සයෙක්,මීනා.|
0262|එයා හිනාවෙලා මහන්සියෙන් වැඩ කරන එක ගැන ගමේ අය කථා වෙනවා. රජ්ජුවන්ගේ ඔත්තුකාරයොත් ගමේ.|
0263|හැබැයි රජතුමා, සමහර වෙලාවට ඒ වාගේ විශේෂ මිනිස්සු ගැන අවධානයෙන් ඉන්නේ. ඒ වාගේ විශේෂ මිනිස්සු ඡන්දය ඉල්ලයි කියලා දන්නේ නැහැ නේ.|
0264|රජතුමා කිව්වා මීනාව එක්ක ගෙන එන්න කියලා මාළිගාවට. දවසක් මීනාට යන්න වුණා. රජතුමා ඇවිල්ලා මීනාත් එක්ක පොඩ්ඩක් කථාබහ කරලා විස්තර කිව්වා.|
0265|කොහොමද එයා ගැන විස්තර දැන ගත්තේ|
0268|මීනා බොහොම ලස්සනට කළා.|
0269|කොයි වෙලාවේ අඬගැහුවත් මීනා සතුටින් ඉන්නේ.|
